,customer_number,Cluster,cluster_name
1916,10451,3,Convenience-seeker Buyers
1917,10476,3,Convenience-seeker Buyers
1918,10481,3,Convenience-seeker Buyers
1919,10483,1,Budget Buyers
1920,10495,0,Premium Buyers
1921,10505,4,Occassional Buyers
1922,10509,1,Budget Buyers
1923,10510,1,Budget Buyers
1924,10512,3,Convenience-seeker Buyers
1925,10514,3,Convenience-seeker Buyers
1926,10518,3,Convenience-seeker Buyers
1927,10519,1,Budget Buyers
1928,10528,2,Regular Buyers
1929,10537,2,Regular Buyers
1930,10538,0,Premium Buyers
1931,10540,0,Premium Buyers
1932,10543,3,Convenience-seeker Buyers
1933,10544,2,Regular Buyers
1934,10549,3,Convenience-seeker Buyers
1935,10551,0,Premium Buyers
1936,10554,1,Budget Buyers
1937,10557,4,Occassional Buyers
1938,10558,2,Regular Buyers
1939,10564,1,Budget Buyers
1940,10570,2,Regular Buyers
1941,10572,1,Budget Buyers
1942,10587,1,Budget Buyers
1943,10590,3,Convenience-seeker Buyers
1944,10591,3,Convenience-seeker Buyers
1945,10594,3,Convenience-seeker Buyers
1946,10599,2,Regular Buyers
1947,10605,3,Convenience-seeker Buyers
1948,10613,0,Premium Buyers
1949,10619,4,Occassional Buyers
1950,10628,2,Regular Buyers
1951,10635,0,Premium Buyers
1952,10643,1,Budget Buyers
1953,10657,3,Convenience-seeker Buyers
1954,10660,0,Premium Buyers
1955,10662,1,Budget Buyers
1956,10669,3,Convenience-seeker Buyers
1957,10673,3,Convenience-seeker Buyers
1958,10683,1,Budget Buyers
1959,10689,3,Convenience-seeker Buyers
1960,10693,3,Convenience-seeker Buyers
1961,10697,2,Regular Buyers
1962,10700,4,Occassional Buyers
1963,10701,2,Regular Buyers
1964,10703,1,Budget Buyers
1965,10706,2,Regular Buyers
1966,10707,1,Budget Buyers
1967,10710,1,Budget Buyers
1968,10714,3,Convenience-seeker Buyers
1969,10725,3,Convenience-seeker Buyers
1970,10728,3,Convenience-seeker Buyers
1971,10732,2,Regular Buyers
1972,10740,3,Convenience-seeker Buyers
1973,10743,3,Convenience-seeker Buyers
1974,10744,0,Premium Buyers
1975,10753,1,Budget Buyers
1976,10761,2,Regular Buyers
1977,10765,2,Regular Buyers
1978,10767,0,Premium Buyers
1979,10781,3,Convenience-seeker Buyers
1980,10786,3,Convenience-seeker Buyers
1981,10802,3,Convenience-seeker Buyers
1982,10805,1,Budget Buyers
1983,10807,2,Regular Buyers
1984,10809,1,Budget Buyers
1985,10814,3,Convenience-seeker Buyers
1986,10816,1,Budget Buyers
1987,10818,2,Regular Buyers
1988,10822,3,Convenience-seeker Buyers
1989,10827,3,Convenience-seeker Buyers
1990,10840,1,Budget Buyers
1991,10847,3,Convenience-seeker Buyers
1992,10856,0,Premium Buyers
1993,10862,0,Premium Buyers
1994,10869,2,Regular Buyers
1995,10873,3,Convenience-seeker Buyers
1996,10880,3,Convenience-seeker Buyers
1997,10885,0,Premium Buyers
1998,10891,3,Convenience-seeker Buyers
1999,10896,3,Convenience-seeker Buyers
2000,10901,4,Occassional Buyers
2001,10904,1,Budget Buyers
2002,10908,2,Regular Buyers
2003,10911,1,Budget Buyers
2004,10914,1,Budget Buyers
2005,10918,1,Budget Buyers
2006,10925,2,Regular Buyers
2007,10928,0,Premium Buyers
2008,10931,1,Budget Buyers
2009,10945,3,Convenience-seeker Buyers
2010,10950,2,Regular Buyers
2011,10958,3,Convenience-seeker Buyers
2012,10963,1,Budget Buyers
2013,10965,2,Regular Buyers
2014,10967,2,Regular Buyers
2015,10975,1,Budget Buyers
2016,10979,3,Convenience-seeker Buyers
2017,10981,2,Regular Buyers
2018,10985,1,Budget Buyers
2019,10992,2,Regular Buyers
2020,10999,3,Convenience-seeker Buyers
2021,11002,0,Premium Buyers
2022,11008,3,Convenience-seeker Buyers
2023,11026,3,Convenience-seeker Buyers
2024,11037,2,Regular Buyers
2025,11038,3,Convenience-seeker Buyers
2026,11054,1,Budget Buyers
2027,11057,1,Budget Buyers
2028,11059,0,Premium Buyers
2029,11061,1,Budget Buyers
2030,11066,1,Budget Buyers
2031,11068,0,Premium Buyers
2032,11069,3,Convenience-seeker Buyers
2033,11071,2,Regular Buyers
2034,11078,1,Budget Buyers
2035,11080,1,Budget Buyers
2036,11087,3,Convenience-seeker Buyers
2037,11090,2,Regular Buyers
2038,11103,2,Regular Buyers
2039,11104,3,Convenience-seeker Buyers
2040,11106,2,Regular Buyers
2041,11108,3,Convenience-seeker Buyers
2042,11112,3,Convenience-seeker Buyers
2043,11114,2,Regular Buyers
2044,11127,2,Regular Buyers
2045,11140,3,Convenience-seeker Buyers
2046,11143,3,Convenience-seeker Buyers
2047,11151,1,Budget Buyers
2048,11156,1,Budget Buyers
2049,11157,3,Convenience-seeker Buyers
2050,11159,3,Convenience-seeker Buyers
2051,11163,3,Convenience-seeker Buyers
2052,11164,2,Regular Buyers
2053,11174,2,Regular Buyers
2054,11180,1,Budget Buyers
2055,11182,2,Regular Buyers
2056,11187,1,Budget Buyers
2057,11190,1,Budget Buyers
2058,11191,2,Regular Buyers
2059,11194,2,Regular Buyers
2060,11195,3,Convenience-seeker Buyers
2061,11197,2,Regular Buyers
2062,11204,3,Convenience-seeker Buyers
2063,11208,3,Convenience-seeker Buyers
2064,11211,0,Premium Buyers
2065,11221,4,Occassional Buyers
2066,11229,3,Convenience-seeker Buyers
2067,11233,2,Regular Buyers
2068,11242,2,Regular Buyers
2069,11246,3,Convenience-seeker Buyers
2070,11247,3,Convenience-seeker Buyers
2071,11249,3,Convenience-seeker Buyers
2072,11259,3,Convenience-seeker Buyers
2073,11260,4,Occassional Buyers
2074,11265,2,Regular Buyers
2075,11268,3,Convenience-seeker Buyers
2076,11280,2,Regular Buyers
2077,11284,3,Convenience-seeker Buyers
2078,11285,2,Regular Buyers
2079,11286,3,Convenience-seeker Buyers
2080,11288,2,Regular Buyers
2081,11291,3,Convenience-seeker Buyers
2082,11297,2,Regular Buyers
2083,11298,1,Budget Buyers
2084,11315,3,Convenience-seeker Buyers
2085,11322,2,Regular Buyers
2086,11323,2,Regular Buyers
2087,11324,3,Convenience-seeker Buyers
2088,11330,0,Premium Buyers
2089,11334,1,Budget Buyers
2090,11339,2,Regular Buyers
2091,11343,0,Premium Buyers
2092,11346,2,Regular Buyers
2093,11347,1,Budget Buyers
2094,11348,2,Regular Buyers
2095,11349,3,Convenience-seeker Buyers
2096,11350,1,Budget Buyers
2097,11353,3,Convenience-seeker Buyers
2098,11355,3,Convenience-seeker Buyers
2099,11357,4,Occassional Buyers
2100,11362,3,Convenience-seeker Buyers
2101,11365,3,Convenience-seeker Buyers
2102,11368,3,Convenience-seeker Buyers
2103,11379,3,Convenience-seeker Buyers
2104,11381,2,Regular Buyers
2105,11387,3,Convenience-seeker Buyers
2106,11394,3,Convenience-seeker Buyers
2107,11400,0,Premium Buyers
2108,11401,2,Regular Buyers
2109,11408,1,Budget Buyers
2110,11420,0,Premium Buyers
2111,11423,2,Regular Buyers
2112,11430,2,Regular Buyers
2113,11433,3,Convenience-seeker Buyers
2114,11441,1,Budget Buyers
2115,11454,2,Regular Buyers
2116,11456,3,Convenience-seeker Buyers
2117,11461,3,Convenience-seeker Buyers
2118,11466,2,Regular Buyers
2119,11473,0,Premium Buyers
2120,11475,2,Regular Buyers
2121,11476,2,Regular Buyers
2122,11481,1,Budget Buyers
2123,11500,3,Convenience-seeker Buyers
2124,11508,0,Premium Buyers
2125,11509,4,Occassional Buyers
2126,11510,2,Regular Buyers
2127,11511,2,Regular Buyers
2128,11520,1,Budget Buyers
2129,11524,1,Budget Buyers
2130,11526,2,Regular Buyers
2131,11528,2,Regular Buyers
2132,11530,2,Regular Buyers
2133,11555,3,Convenience-seeker Buyers
2134,11559,4,Occassional Buyers
2135,11560,1,Budget Buyers
2136,11563,3,Convenience-seeker Buyers
2137,11565,4,Occassional Buyers
2138,11567,1,Budget Buyers
2139,11572,4,Occassional Buyers
2140,11579,2,Regular Buyers
2141,11585,2,Regular Buyers
2142,11592,3,Convenience-seeker Buyers
2143,11596,1,Budget Buyers
2144,11607,1,Budget Buyers
2145,11609,3,Convenience-seeker Buyers
2146,11610,0,Premium Buyers
2147,11613,2,Regular Buyers
2148,11614,3,Convenience-seeker Buyers
2149,11615,1,Budget Buyers
2150,11620,3,Convenience-seeker Buyers
2151,11633,1,Budget Buyers
2152,11634,1,Budget Buyers
2153,11640,3,Convenience-seeker Buyers
2154,11641,3,Convenience-seeker Buyers
2155,11644,3,Convenience-seeker Buyers
2156,11649,1,Budget Buyers
2157,11650,3,Convenience-seeker Buyers
2158,11651,3,Convenience-seeker Buyers
2159,11657,1,Budget Buyers
2160,11658,1,Budget Buyers
2161,11662,2,Regular Buyers
2162,11666,1,Budget Buyers
2163,11669,2,Regular Buyers
2164,11672,3,Convenience-seeker Buyers
2165,11675,2,Regular Buyers
2166,11676,2,Regular Buyers
2167,11679,3,Convenience-seeker Buyers
2168,11682,1,Budget Buyers
2169,11695,3,Convenience-seeker Buyers
2170,11701,4,Occassional Buyers
2171,11706,1,Budget Buyers
2172,11710,1,Budget Buyers
2173,11724,1,Budget Buyers
2174,11728,1,Budget Buyers
2175,11737,2,Regular Buyers
2176,11753,4,Occassional Buyers
2177,11761,0,Premium Buyers
2178,11769,4,Occassional Buyers
2179,11770,4,Occassional Buyers
2180,11771,0,Premium Buyers
2181,11777,4,Occassional Buyers
2182,11784,0,Premium Buyers
2183,11790,4,Occassional Buyers
2184,11791,0,Premium Buyers
2185,11796,0,Premium Buyers
2186,11798,1,Budget Buyers
2187,11801,0,Premium Buyers
2188,11803,4,Occassional Buyers
2189,11808,4,Occassional Buyers
2190,11816,4,Occassional Buyers
2191,11825,4,Occassional Buyers
2192,11830,0,Premium Buyers
2193,11834,4,Occassional Buyers
2194,11835,0,Premium Buyers
2195,11843,0,Premium Buyers
2196,11844,4,Occassional Buyers
2197,11845,0,Premium Buyers
2198,11846,4,Occassional Buyers
2199,11861,4,Occassional Buyers
2200,11868,4,Occassional Buyers
2201,11878,0,Premium Buyers
2202,11885,0,Premium Buyers
2203,11886,0,Premium Buyers
2204,11889,0,Premium Buyers
2205,11894,4,Occassional Buyers
2206,11895,4,Occassional Buyers
2207,11896,0,Premium Buyers
2208,11905,4,Occassional Buyers
2209,11911,0,Premium Buyers
2210,11919,0,Premium Buyers
2211,11926,4,Occassional Buyers
2212,11927,4,Occassional Buyers
2213,11936,0,Premium Buyers
2214,11937,0,Premium Buyers
2215,11943,4,Occassional Buyers
2216,11951,0,Premium Buyers
2217,11954,4,Occassional Buyers
2218,11956,4,Occassional Buyers
2219,11957,0,Premium Buyers
2220,11960,0,Premium Buyers
2221,11967,0,Premium Buyers
2222,11971,0,Premium Buyers
2223,11974,0,Premium Buyers
2224,11981,0,Premium Buyers
2225,11988,4,Occassional Buyers
2226,11990,0,Premium Buyers
2227,12000,4,Occassional Buyers
2228,12008,1,Budget Buyers
2229,12014,0,Premium Buyers
2230,12016,3,Convenience-seeker Buyers
2231,12019,1,Budget Buyers
2232,12020,1,Budget Buyers
2233,12027,1,Budget Buyers
2234,12031,1,Budget Buyers
2235,12038,1,Budget Buyers
2236,12043,3,Convenience-seeker Buyers
2237,12047,1,Budget Buyers
2238,12055,1,Budget Buyers
2239,12058,1,Budget Buyers
2240,12075,4,Occassional Buyers
2241,12076,4,Occassional Buyers
2242,12077,1,Budget Buyers
2243,12084,4,Occassional Buyers
2244,12091,0,Premium Buyers
2245,12095,4,Occassional Buyers
2246,12097,2,Regular Buyers
2247,12103,1,Budget Buyers
2248,12110,1,Budget Buyers
2249,12114,0,Premium Buyers
2250,12120,0,Premium Buyers
2251,12128,4,Occassional Buyers
2252,12130,2,Regular Buyers
2253,12135,1,Budget Buyers
2254,12137,4,Occassional Buyers
2255,12139,3,Convenience-seeker Buyers
2256,12147,1,Budget Buyers
2257,12149,0,Premium Buyers
2258,12153,4,Occassional Buyers
2259,12156,0,Premium Buyers
2260,12158,0,Premium Buyers
2261,12159,4,Occassional Buyers
2262,12170,3,Convenience-seeker Buyers
2263,12171,1,Budget Buyers
2264,12182,1,Budget Buyers
2265,12183,3,Convenience-seeker Buyers
2266,12188,1,Budget Buyers
2267,12189,2,Regular Buyers
2268,12195,0,Premium Buyers
2269,12198,4,Occassional Buyers
2270,12201,4,Occassional Buyers
2271,12202,0,Premium Buyers
2272,12212,0,Premium Buyers
2273,12215,0,Premium Buyers
2274,12218,1,Budget Buyers
2275,12221,1,Budget Buyers
2276,12227,1,Budget Buyers
2277,12230,2,Regular Buyers
2278,12234,4,Occassional Buyers
2279,12237,0,Premium Buyers
2280,12245,4,Occassional Buyers
2281,12264,1,Budget Buyers
2282,12266,4,Occassional Buyers
2283,12269,1,Budget Buyers
2284,12271,1,Budget Buyers
2285,12276,3,Convenience-seeker Buyers
2286,12277,1,Budget Buyers
2287,12286,0,Premium Buyers
2288,12310,1,Budget Buyers
2289,12323,1,Budget Buyers
2290,12329,3,Convenience-seeker Buyers
2291,12331,0,Premium Buyers
2292,12338,1,Budget Buyers
2293,12339,0,Premium Buyers
2294,12344,1,Budget Buyers
2295,12345,4,Occassional Buyers
2296,12346,1,Budget Buyers
2297,12356,4,Occassional Buyers
2298,12357,2,Regular Buyers
2299,12360,1,Budget Buyers
2300,12361,0,Premium Buyers
2301,12363,0,Premium Buyers
2302,12372,1,Budget Buyers
2303,12379,1,Budget Buyers
2304,12391,0,Premium Buyers
2305,12393,1,Budget Buyers
2306,12394,4,Occassional Buyers
2307,12398,1,Budget Buyers
2308,12401,1,Budget Buyers
2309,12409,0,Premium Buyers
2310,12412,1,Budget Buyers
2311,12419,0,Premium Buyers
2312,12422,1,Budget Buyers
2313,12432,3,Convenience-seeker Buyers
2314,12434,1,Budget Buyers
2315,12437,1,Budget Buyers
2316,12440,1,Budget Buyers
2317,12443,1,Budget Buyers
2318,12450,0,Premium Buyers
2319,12452,1,Budget Buyers
2320,12453,0,Premium Buyers
2321,12467,4,Occassional Buyers
2322,12473,1,Budget Buyers
2323,12474,4,Occassional Buyers
2324,12476,1,Budget Buyers
2325,12480,1,Budget Buyers
2326,12482,0,Premium Buyers
2327,12483,4,Occassional Buyers
2328,12485,0,Premium Buyers
2329,12489,3,Convenience-seeker Buyers
2330,12490,4,Occassional Buyers
2331,12508,0,Premium Buyers
2332,12510,4,Occassional Buyers
2333,12511,0,Premium Buyers
2334,12517,1,Budget Buyers
2335,12520,0,Premium Buyers
2336,12522,1,Budget Buyers
2337,12523,1,Budget Buyers
2338,12530,1,Budget Buyers
2339,12537,1,Budget Buyers
2340,12538,4,Occassional Buyers
2341,12541,1,Budget Buyers
2342,12545,3,Convenience-seeker Buyers
2343,12548,1,Budget Buyers
2344,12550,1,Budget Buyers
2345,12557,2,Regular Buyers
2346,12562,4,Occassional Buyers
2347,12563,4,Occassional Buyers
2348,12569,2,Regular Buyers
2349,12570,1,Budget Buyers
2350,12573,1,Budget Buyers
2351,12574,0,Premium Buyers
2352,12576,4,Occassional Buyers
2353,12596,1,Budget Buyers
2354,12598,1,Budget Buyers
2355,12606,0,Premium Buyers
2356,12611,0,Premium Buyers
2357,12613,0,Premium Buyers
2358,12616,1,Budget Buyers
2359,12618,1,Budget Buyers
2360,12628,1,Budget Buyers
2361,12635,1,Budget Buyers
2362,12640,1,Budget Buyers
2363,12641,3,Convenience-seeker Buyers
2364,12644,4,Occassional Buyers
2365,12647,1,Budget Buyers
2366,12650,4,Occassional Buyers
2367,12657,1,Budget Buyers
2368,12668,2,Regular Buyers
2369,12675,4,Occassional Buyers
2370,12682,0,Premium Buyers
2371,12687,3,Convenience-seeker Buyers
2372,12693,0,Premium Buyers
2373,12703,0,Premium Buyers
2374,12705,1,Budget Buyers
2375,12707,4,Occassional Buyers
2376,12711,0,Premium Buyers
2377,12719,1,Budget Buyers
2378,12721,4,Occassional Buyers
2379,12731,0,Premium Buyers
2380,12733,0,Premium Buyers
2381,12735,0,Premium Buyers
2382,12738,1,Budget Buyers
2383,12739,0,Premium Buyers
2384,12744,2,Regular Buyers
2385,12746,0,Premium Buyers
2386,12753,0,Premium Buyers
2387,12766,0,Premium Buyers
2388,12771,0,Premium Buyers
2389,12778,1,Budget Buyers
2390,12792,1,Budget Buyers
2391,12796,2,Regular Buyers
2392,12798,4,Occassional Buyers
2393,12800,1,Budget Buyers
2394,12816,1,Budget Buyers
2395,12825,4,Occassional Buyers
2396,12828,1,Budget Buyers
2397,12829,0,Premium Buyers
2398,12831,1,Budget Buyers
2399,12834,0,Premium Buyers
2400,12838,1,Budget Buyers
2401,12844,0,Premium Buyers
2402,12846,1,Budget Buyers
2403,12847,4,Occassional Buyers
2404,12852,4,Occassional Buyers
2405,12855,1,Budget Buyers
2406,12861,1,Budget Buyers
2407,12862,4,Occassional Buyers
2408,12863,4,Occassional Buyers
2409,12865,1,Budget Buyers
2410,12872,4,Occassional Buyers
2411,12874,1,Budget Buyers
2412,12875,4,Occassional Buyers
2413,12883,4,Occassional Buyers
2414,12886,1,Budget Buyers
2415,12889,4,Occassional Buyers
2416,12901,0,Premium Buyers
2417,12915,1,Budget Buyers
2418,12917,0,Premium Buyers
2419,12920,4,Occassional Buyers
2420,12922,4,Occassional Buyers
2421,12925,1,Budget Buyers
2422,12930,0,Premium Buyers
2423,12934,4,Occassional Buyers
2424,12935,1,Budget Buyers
2425,12945,1,Budget Buyers
2426,12946,1,Budget Buyers
2427,12950,4,Occassional Buyers
2428,12964,4,Occassional Buyers
2429,12968,0,Premium Buyers
2430,12969,4,Occassional Buyers
2431,12973,0,Premium Buyers
2432,12978,1,Budget Buyers
2433,12981,0,Premium Buyers
2434,12993,1,Budget Buyers
2435,13002,0,Premium Buyers
2436,13006,1,Budget Buyers
2437,13017,4,Occassional Buyers
2438,13029,0,Premium Buyers
2439,13031,1,Budget Buyers
2440,13034,1,Budget Buyers
2441,13038,4,Occassional Buyers
2442,13041,3,Convenience-seeker Buyers
2443,13047,0,Premium Buyers
2444,13048,4,Occassional Buyers
2445,13056,0,Premium Buyers
2446,13057,3,Convenience-seeker Buyers
2447,13060,3,Convenience-seeker Buyers
2448,13069,4,Occassional Buyers
2449,13072,1,Budget Buyers
2450,13086,1,Budget Buyers
2451,13090,1,Budget Buyers
2452,13095,1,Budget Buyers
2453,13099,4,Occassional Buyers
2454,13101,0,Premium Buyers
2455,13109,1,Budget Buyers
2456,13111,4,Occassional Buyers
2457,13118,3,Convenience-seeker Buyers
2458,13122,1,Budget Buyers
2459,13131,2,Regular Buyers
2460,13138,4,Occassional Buyers
2461,13143,1,Budget Buyers
2462,13147,0,Premium Buyers
2463,13148,3,Convenience-seeker Buyers
2464,13161,4,Occassional Buyers
2465,13165,2,Regular Buyers
2466,13166,1,Budget Buyers
2467,13169,4,Occassional Buyers
2468,13181,0,Premium Buyers
2469,13182,0,Premium Buyers
2470,13188,1,Budget Buyers
2471,13189,1,Budget Buyers
2472,13201,0,Premium Buyers
2473,13205,0,Premium Buyers
2474,13206,3,Convenience-seeker Buyers
2475,13210,1,Budget Buyers
2476,13211,1,Budget Buyers
2477,13218,1,Budget Buyers
2478,13227,1,Budget Buyers
2479,13238,1,Budget Buyers
2480,13250,0,Premium Buyers
2481,13253,4,Occassional Buyers
2482,13254,4,Occassional Buyers
2483,13266,1,Budget Buyers
2484,13268,1,Budget Buyers
2485,13270,1,Budget Buyers
2486,13274,4,Occassional Buyers
2487,13275,1,Budget Buyers
2488,13277,1,Budget Buyers
2489,13281,4,Occassional Buyers
2490,13301,1,Budget Buyers
2491,13307,1,Budget Buyers
2492,13316,0,Premium Buyers
2493,13323,1,Budget Buyers
2494,13334,2,Regular Buyers
2495,13339,1,Budget Buyers
2496,13340,1,Budget Buyers
2497,13366,1,Budget Buyers
2498,13367,4,Occassional Buyers
2499,13368,1,Budget Buyers
2500,13370,4,Occassional Buyers
2501,13374,0,Premium Buyers
2502,13376,0,Premium Buyers
2503,13378,0,Premium Buyers
2504,13380,4,Occassional Buyers
2505,13391,1,Budget Buyers
2506,13394,1,Budget Buyers
2507,13397,1,Budget Buyers
2508,13405,4,Occassional Buyers
2509,13409,2,Regular Buyers
2510,13412,0,Premium Buyers
2511,13419,4,Occassional Buyers
2512,13420,1,Budget Buyers
2513,13427,1,Budget Buyers
2514,13429,0,Premium Buyers
2515,13431,3,Convenience-seeker Buyers
2516,13432,4,Occassional Buyers
2517,13441,3,Convenience-seeker Buyers
2518,13449,4,Occassional Buyers
2519,13454,0,Premium Buyers
2520,13456,1,Budget Buyers
2521,13468,4,Occassional Buyers
2522,13470,1,Budget Buyers
2523,13476,4,Occassional Buyers
2524,13502,1,Budget Buyers
2525,13504,3,Convenience-seeker Buyers
2526,13508,1,Budget Buyers
2527,13517,1,Budget Buyers
2528,13531,4,Occassional Buyers
2529,13535,4,Occassional Buyers
2530,13536,1,Budget Buyers
2531,13537,1,Budget Buyers
2532,13545,4,Occassional Buyers
2533,13550,0,Premium Buyers
2534,13551,4,Occassional Buyers
2535,13564,4,Occassional Buyers
2536,13572,2,Regular Buyers
2537,13580,0,Premium Buyers
2538,13588,4,Occassional Buyers
2539,13600,1,Budget Buyers
2540,13601,3,Convenience-seeker Buyers
2541,13605,4,Occassional Buyers
2542,13606,0,Premium Buyers
2543,13607,0,Premium Buyers
2544,13618,2,Regular Buyers
2545,13634,3,Convenience-seeker Buyers
2546,13637,1,Budget Buyers
2547,13639,2,Regular Buyers
2548,13655,1,Budget Buyers
2549,13659,0,Premium Buyers
2550,13667,4,Occassional Buyers
2551,13682,1,Budget Buyers
2552,13684,1,Budget Buyers
2553,13694,4,Occassional Buyers
2554,13695,1,Budget Buyers
2555,13696,4,Occassional Buyers
2556,13698,1,Budget Buyers
2557,13699,1,Budget Buyers
2558,13700,0,Premium Buyers
2559,13710,0,Premium Buyers
2560,13713,1,Budget Buyers
2561,13718,0,Premium Buyers
2562,13723,1,Budget Buyers
2563,13726,4,Occassional Buyers
2564,13727,1,Budget Buyers
2565,13730,0,Premium Buyers
2566,13736,1,Budget Buyers
2567,13737,4,Occassional Buyers
2568,13739,4,Occassional Buyers
2569,13745,3,Convenience-seeker Buyers
2570,13757,1,Budget Buyers
2571,13775,1,Budget Buyers
2572,13776,1,Budget Buyers
2573,13793,2,Regular Buyers
2574,13801,3,Convenience-seeker Buyers
2575,13804,1,Budget Buyers
2576,13806,3,Convenience-seeker Buyers
2577,13807,4,Occassional Buyers
2578,13826,4,Occassional Buyers
2579,13849,1,Budget Buyers
2580,13850,0,Premium Buyers
2581,13852,1,Budget Buyers
2582,13868,1,Budget Buyers
2583,13874,4,Occassional Buyers
2584,13879,0,Premium Buyers
2585,13888,1,Budget Buyers
2586,13889,0,Premium Buyers
2587,13895,4,Occassional Buyers
2588,13900,1,Budget Buyers
2589,13903,0,Premium Buyers
2590,13906,4,Occassional Buyers
2591,13908,1,Budget Buyers
2592,13913,2,Regular Buyers
2593,13921,1,Budget Buyers
2594,13925,2,Regular Buyers
2595,13928,0,Premium Buyers
2596,13932,0,Premium Buyers
2597,13935,1,Budget Buyers
2598,13936,1,Budget Buyers
2599,13939,4,Occassional Buyers
2600,13946,1,Budget Buyers
2601,13962,3,Convenience-seeker Buyers
2602,13967,4,Occassional Buyers
2603,13969,1,Budget Buyers
2604,13972,1,Budget Buyers
2605,13975,1,Budget Buyers
2606,13981,1,Budget Buyers
2607,13985,1,Budget Buyers
2608,13995,0,Premium Buyers
2609,14000,0,Premium Buyers
2610,14011,4,Occassional Buyers
2611,14014,2,Regular Buyers
2612,14021,1,Budget Buyers
2613,14027,1,Budget Buyers
2614,14037,4,Occassional Buyers
2615,14051,1,Budget Buyers
2616,14057,1,Budget Buyers
2617,14060,1,Budget Buyers
2618,14085,1,Budget Buyers
2619,14086,1,Budget Buyers
2620,14095,0,Premium Buyers
2621,14096,1,Budget Buyers
2622,14104,0,Premium Buyers
2623,14105,0,Premium Buyers
2624,14111,4,Occassional Buyers
2625,14122,1,Budget Buyers
2626,14127,1,Budget Buyers
2627,14130,3,Convenience-seeker Buyers
2628,14132,2,Regular Buyers
2629,14135,4,Occassional Buyers
2630,14138,4,Occassional Buyers
2631,14139,1,Budget Buyers
2632,14144,1,Budget Buyers
2633,14146,0,Premium Buyers
2634,14148,4,Occassional Buyers
2635,14154,1,Budget Buyers
2636,14159,1,Budget Buyers
2637,14177,2,Regular Buyers
2638,14183,1,Budget Buyers
2639,14192,0,Premium Buyers
2640,14196,1,Budget Buyers
2641,14197,0,Premium Buyers
2642,14203,3,Convenience-seeker Buyers
2643,14213,1,Budget Buyers
2644,14216,1,Budget Buyers
2645,14219,1,Budget Buyers
2646,14221,1,Budget Buyers
2647,14233,0,Premium Buyers
2648,14239,4,Occassional Buyers
2649,14240,1,Budget Buyers
2650,14251,1,Budget Buyers
2651,14253,3,Convenience-seeker Buyers
2652,14257,1,Budget Buyers
2653,14260,1,Budget Buyers
2654,14279,4,Occassional Buyers
2655,14282,2,Regular Buyers
2656,14283,1,Budget Buyers
2657,14297,1,Budget Buyers
2658,14302,4,Occassional Buyers
2659,14309,0,Premium Buyers
2660,14326,3,Convenience-seeker Buyers
2661,14329,0,Premium Buyers
2662,14335,1,Budget Buyers
2663,14343,4,Occassional Buyers
2664,14351,0,Premium Buyers
2665,14353,1,Budget Buyers
2666,14361,0,Premium Buyers
2667,14375,4,Occassional Buyers
2668,14377,0,Premium Buyers
2669,14381,0,Premium Buyers
2670,14389,0,Premium Buyers
2671,14398,4,Occassional Buyers
2672,14407,4,Occassional Buyers
2673,14409,4,Occassional Buyers
2674,14412,4,Occassional Buyers
2675,14427,1,Budget Buyers
2676,14428,1,Budget Buyers
2677,14442,1,Budget Buyers
2678,14444,0,Premium Buyers
2679,14445,4,Occassional Buyers
2680,14446,1,Budget Buyers
2681,14459,0,Premium Buyers
2682,14464,4,Occassional Buyers
2683,14481,0,Premium Buyers
2684,14495,0,Premium Buyers
2685,14496,4,Occassional Buyers
2686,14500,0,Premium Buyers
2687,14503,0,Premium Buyers
2688,14506,4,Occassional Buyers
2689,14515,0,Premium Buyers
2690,14528,0,Premium Buyers
2691,14538,0,Premium Buyers
2692,14539,0,Premium Buyers
2693,14543,3,Convenience-seeker Buyers
2694,14545,1,Budget Buyers
2695,14549,4,Occassional Buyers
2696,14554,4,Occassional Buyers
2697,14555,3,Convenience-seeker Buyers
2698,14556,1,Budget Buyers
2699,14559,0,Premium Buyers
2700,14566,1,Budget Buyers
2701,14568,4,Occassional Buyers
2702,14573,1,Budget Buyers
2703,14575,4,Occassional Buyers
2704,14577,1,Budget Buyers
2705,14586,0,Premium Buyers
2706,14595,4,Occassional Buyers
2707,14597,4,Occassional Buyers
2708,14610,4,Occassional Buyers
2709,14612,3,Convenience-seeker Buyers
2710,14613,4,Occassional Buyers
2711,14620,3,Convenience-seeker Buyers
2712,14621,1,Budget Buyers
2713,14633,1,Budget Buyers
2714,14635,1,Budget Buyers
2715,14656,4,Occassional Buyers
2716,14663,0,Premium Buyers
2717,14666,1,Budget Buyers
2718,14668,0,Premium Buyers
2719,14670,0,Premium Buyers
2720,14671,1,Budget Buyers
2721,14674,0,Premium Buyers
2722,14678,4,Occassional Buyers
2723,14680,0,Premium Buyers
2724,14695,0,Premium Buyers
2725,14700,0,Premium Buyers
2726,14706,4,Occassional Buyers
2727,14711,1,Budget Buyers
2728,14713,1,Budget Buyers
2729,14716,0,Premium Buyers
2730,14719,3,Convenience-seeker Buyers
2731,14723,1,Budget Buyers
2732,14727,4,Occassional Buyers
2733,14728,0,Premium Buyers
2734,14734,0,Premium Buyers
2735,14737,3,Convenience-seeker Buyers
2736,14741,4,Occassional Buyers
2737,14761,0,Premium Buyers
2738,14768,0,Premium Buyers
